id,date,commodity,mandi,price_min,price_max,price_modal,arrival,unit
43936,2026-06-18,Banana,Ahmedabad,4372.0,4572.0,4472.0,193.0,Rs/Quintal
44026,2026-06-18,Banana,Surat,4533.0,4733.0,4633.0,270.0,Rs/Quintal
44116,2026-06-18,Banana,Kanpur,4547.0,4747.0,4647.0,449.0,Rs/Quintal
44206,2026-06-18,Banana,Lucknow,4330.0,4530.0,4430.0,263.0,Rs/Quintal
44296,2026-06-18,Banana,Varanasi,4341.0,4541.0,4441.0,227.0,Rs/Quintal
44386,2026-06-18,Banana,Agra,4072.0,4272.0,4172.0,112.0,Rs/Quintal
44476,2026-06-18,Banana,Bareilly,4148.0,4348.0,4248.0,250.0,Rs/Quintal
44566,2026-06-18,Banana,Kolkata,4264.0,4464.0,4364.0,469.0,Rs/Quintal
44656,2026-06-18,Banana,Bhubaneswar,4435.0,4635.0,4535.0,67.0,Rs/Quintal
44746,2026-06-18,Banana,Cuttack,4206.0,4406.0,4306.0,456.0,Rs/Quintal
44836,2026-06-18,Banana,Patna,4129.0,4329.0,4229.0,235.0,Rs/Quintal
44926,2026-06-18,Banana,Ranchi,4424.0,4624.0,4524.0,324.0,Rs/Quintal
45016,2026-06-18,Banana,Chennai,4166.0,4366.0,4266.0,318.0,Rs/Quintal
45106,2026-06-18,Banana,Coimbatore,4259.0,4459.0,4359.0,217.0,Rs/Quintal
45196,2026-06-18,Banana,Madurai,4334.0,4534.0,4434.0,298.0,Rs/Quintal
45286,2026-06-18,Banana,Hyderabad,4271.0,4471.0,4371.0,400.0,Rs/Quintal
45376,2026-06-18,Banana,Warangal,4515.0,4715.0,4615.0,332.0,Rs/Quintal
45466,2026-06-18,Banana,Bangalore,4092.0,4292.0,4192.0,323.0,Rs/Quintal
45556,2026-06-18,Banana,Mysore,4308.0,4508.0,4408.0,285.0,Rs/Quintal
45646,2026-06-18,Banana,Hubli,4038.0,4238.0,4138.0,173.0,Rs/Quintal
45736,2026-06-18,Banana,Shimoga,4370.0,4570.0,4470.0,421.0,Rs/Quintal
45826,2026-06-18,Banana,Bellary,4452.0,4652.0,4552.0,174.0,Rs/Quintal
45916,2026-06-18,Mango,Azadpur,2396.0,2596.0,2496.0,358.0,Rs/Quintal
46006,2026-06-18,Mango,Lasalgaon,2220.0,2420.0,2320.0,90.0,Rs/Quintal
46096,2026-06-18,Mango,Vashi,2370.0,2570.0,2470.0,284.0,Rs/Quintal
46186,2026-06-18,Mango,Kolar,2493.0,2693.0,2593.0,88.0,Rs/Quintal
46276,2026-06-18,Mango,Indore,2490.0,2690.0,2590.0,281.0,Rs/Quintal
46366,2026-06-18,Mango,Pune,2546.0,2746.0,2646.0,303.0,Rs/Quintal
46456,2026-06-18,Mango,Mumbai,2523.0,2723.0,2623.0,292.0,Rs/Quintal
46546,2026-06-18,Mango,Jaipur,2358.0,2558.0,2458.0,117.0,Rs/Quintal
46636,2026-06-18,Mango,Ahmedabad,2643.0,2843.0,2743.0,56.0,Rs/Quintal
46726,2026-06-18,Mango,Surat,2273.0,2473.0,2373.0,73.0,Rs/Quintal
46816,2026-06-18,Mango,Kanpur,2532.0,2732.0,2632.0,391.0,Rs/Quintal
46906,2026-06-18,Mango,Lucknow,2437.0,2637.0,2537.0,248.0,Rs/Quintal
46996,2026-06-18,Mango,Varanasi,2491.0,2691.0,2591.0,86.0,Rs/Quintal
47086,2026-06-18,Mango,Agra,2442.0,2642.0,2542.0,261.0,Rs/Quintal
47176,2026-06-18,Mango,Bareilly,2505.0,2705.0,2605.0,221.0,Rs/Quintal
47266,2026-06-18,Mango,Kolkata,2513.0,2713.0,2613.0,71.0,Rs/Quintal
47356,2026-06-18,Mango,Bhubaneswar,2237.0,2437.0,2337.0,101.0,Rs/Quintal
47446,2026-06-18,Mango,Cuttack,2462.0,2662.0,2562.0,88.0,Rs/Quintal
47536,2026-06-18,Mango,Patna,2792.0,2992.0,2892.0,57.0,Rs/Quintal
47626,2026-06-18,Mango,Ranchi,2275.0,2475.0,2375.0,54.0,Rs/Quintal
47716,2026-06-18,Mango,Chennai,2614.0,2814.0,2714.0,398.0,Rs/Quintal
47806,2026-06-18,Mango,Coimbatore,2334.0,2534.0,2434.0,463.0,Rs/Quintal
47896,2026-06-18,Mango,Madurai,2133.0,2333.0,2233.0,361.0,Rs/Quintal
47986,2026-06-18,Mango,Hyderabad,2443.0,2643.0,2543.0,318.0,Rs/Quintal
48076,2026-06-18,Mango,Warangal,2663.0,2863.0,2763.0,205.0,Rs/Quintal
48166,2026-06-18,Mango,Bangalore,2312.0,2512.0,2412.0,188.0,Rs/Quintal
48256,2026-06-18,Mango,Mysore,2452.0,2652.0,2552.0,321.0,Rs/Quintal
48346,2026-06-18,Mango,Hubli,2781.0,2981.0,2881.0,292.0,Rs/Quintal
48436,2026-06-18,Mango,Shimoga,2300.0,2500.0,2400.0,211.0,Rs/Quintal
48526,2026-06-18,Mango,Bellary,2240.0,2440.0,2340.0,475.0,Rs/Quintal
48616,2026-06-18,Grapes,Azadpur,4515.0,4715.0,4615.0,340.0,Rs/Quintal
48706,2026-06-18,Grapes,Lasalgaon,4867.0,5067.0,4967.0,57.0,Rs/Quintal
48796,2026-06-18,Grapes,Vashi,4988.0,5188.0,5088.0,92.0,Rs/Quintal
48886,2026-06-18,Grapes,Kolar,4927.0,5127.0,5027.0,485.0,Rs/Quintal
48976,2026-06-18,Grapes,Indore,4523.0,4723.0,4623.0,271.0,Rs/Quintal
49066,2026-06-18,Grapes,Pune,4768.0,4968.0,4868.0,349.0,Rs/Quintal
49156,2026-06-18,Grapes,Mumbai,4879.0,5079.0,4979.0,346.0,Rs/Quintal
49246,2026-06-18,Grapes,Jaipur,4710.0,4910.0,4810.0,476.0,Rs/Quintal
49336,2026-06-18,Grapes,Ahmedabad,4574.0,4774.0,4674.0,77.0,Rs/Quintal
49426,2026-06-18,Grapes,Surat,4994.0,5194.0,5094.0,88.0,Rs/Quintal
49516,2026-06-18,Grapes,Kanpur,4729.0,4929.0,4829.0,86.0,Rs/Quintal
49606,2026-06-18,Grapes,Lucknow,4565.0,4765.0,4665.0,264.0,Rs/Quintal
49696,2026-06-18,Grapes,Varanasi,4805.0,5005.0,4905.0,380.0,Rs/Quintal
49786,2026-06-18,Grapes,Agra,4702.0,4902.0,4802.0,78.0,Rs/Quintal
49876,2026-06-18,Grapes,Bareilly,4996.0,5196.0,5096.0,411.0,Rs/Quintal
49966,2026-06-18,Grapes,Kolkata,4724.0,4924.0,4824.0,205.0,Rs/Quintal
50056,2026-06-18,Grapes,Bhubaneswar,4600.0,4800.0,4700.0,165.0,Rs/Quintal
50146,2026-06-18,Grapes,Cuttack,4530.0,4730.0,4630.0,381.0,Rs/Quintal
50236,2026-06-18,Grapes,Patna,4925.0,5125.0,5025.0,228.0,Rs/Quintal
50326,2026-06-18,Grapes,Ranchi,4500.0,4700.0,4600.0,69.0,Rs/Quintal
50416,2026-06-18,Grapes,Chennai,4782.0,4982.0,4882.0,175.0,Rs/Quintal
50506,2026-06-18,Grapes,Coimbatore,4607.0,4807.0,4707.0,141.0,Rs/Quintal
50596,2026-06-18,Grapes,Madurai,4544.0,4744.0,4644.0,211.0,Rs/Quintal
50686,2026-06-18,Grapes,Hyderabad,4739.0,4939.0,4839.0,204.0,Rs/Quintal
50776,2026-06-18,Grapes,Warangal,5079.0,5279.0,5179.0,264.0,Rs/Quintal
50866,2026-06-18,Grapes,Bangalore,4721.0,4921.0,4821.0,128.0,Rs/Quintal
50956,2026-06-18,Grapes,Mysore,4887.0,5087.0,4987.0,68.0,Rs/Quintal
51046,2026-06-18,Grapes,Hubli,4563.0,4763.0,4663.0,275.0,Rs/Quintal
51136,2026-06-18,Grapes,Shimoga,4624.0,4824.0,4724.0,129.0,Rs/Quintal
51226,2026-06-18,Grapes,Bellary,4662.0,4862.0,4762.0,482.0,Rs/Quintal
51316,2026-06-18,Orange,Azadpur,4133.0,4333.0,4233.0,459.0,Rs/Quintal
51406,2026-06-18,Orange,Lasalgaon,3713.0,3913.0,3813.0,337.0,Rs/Quintal
51496,2026-06-18,Orange,Vashi,3725.0,3925.0,3825.0,209.0,Rs/Quintal
51586,2026-06-18,Orange,Kolar,3692.0,3892.0,3792.0,350.0,Rs/Quintal
51676,2026-06-18,Orange,Indore,3822.0,4022.0,3922.0,138.0,Rs/Quintal
51766,2026-06-18,Orange,Pune,3764.0,3964.0,3864.0,484.0,Rs/Quintal
51856,2026-06-18,Orange,Mumbai,3877.0,4077.0,3977.0,165.0,Rs/Quintal
51946,2026-06-18,Orange,Jaipur,3853.0,4053.0,3953.0,380.0,Rs/Quintal
52036,2026-06-18,Orange,Ahmedabad,3628.0,3828.0,3728.0,443.0,Rs/Quintal
52126,2026-06-18,Orange,Surat,4243.0,4443.0,4343.0,371.0,Rs/Quintal
52216,2026-06-18,Orange,Kanpur,4250.0,4450.0,4350.0,81.0,Rs/Quintal
52306,2026-06-18,Orange,Lucknow,4232.0,4432.0,4332.0,187.0,Rs/Quintal
52396,2026-06-18,Orange,Varanasi,3869.0,4069.0,3969.0,304.0,Rs/Quintal
52486,2026-06-18,Orange,Agra,3759.0,3959.0,3859.0,170.0,Rs/Quintal
52576,2026-06-18,Orange,Bareilly,4103.0,4303.0,4203.0,306.0,Rs/Quintal
52666,2026-06-18,Orange,Kolkata,3845.0,4045.0,3945.0,279.0,Rs/Quintal
52756,2026-06-18,Orange,Bhubaneswar,3772.0,3972.0,3872.0,386.0,Rs/Quintal
52846,2026-06-18,Orange,Cuttack,3751.0,3951.0,3851.0,308.0,Rs/Quintal
52936,2026-06-18,Orange,Patna,4007.0,4207.0,4107.0,458.0,Rs/Quintal
53026,2026-06-18,Orange,Ranchi,3779.0,3979.0,3879.0,490.0,Rs/Quintal
53116,2026-06-18,Orange,Chennai,3989.0,4189.0,4089.0,243.0,Rs/Quintal
53206,2026-06-18,Orange,Coimbatore,4059.0,4259.0,4159.0,256.0,Rs/Quintal
53296,2026-06-18,Orange,Madurai,4027.0,4227.0,4127.0,226.0,Rs/Quintal
53386,2026-06-18,Orange,Hyderabad,3834.0,4034.0,3934.0,112.0,Rs/Quintal
53476,2026-06-18,Orange,Warangal,3924.0,4124.0,4024.0,175.0,Rs/Quintal
53566,2026-06-18,Orange,Bangalore,3931.0,4131.0,4031.0,288.0,Rs/Quintal
53656,2026-06-18,Orange,Mysore,4240.0,4440.0,4340.0,233.0,Rs/Quintal
53746,2026-06-18,Orange,Hubli,3782.0,3982.0,3882.0,63.0,Rs/Quintal
53836,2026-06-18,Orange,Shimoga,4110.0,4310.0,4210.0,452.0,Rs/Quintal
53926,2026-06-18,Orange,Bellary,3762.0,3962.0,3862.0,413.0,Rs/Quintal
54016,2026-06-18,Garlic,Azadpur,1684.0,1884.0,1784.0,265.0,Rs/Quintal
54106,2026-06-18,Garlic,Lasalgaon,2031.0,2231.0,2131.0,415.0,Rs/Quintal
54196,2026-06-18,Garlic,Vashi,1907.0,2107.0,2007.0,433.0,Rs/Quintal
54286,2026-06-18,Garlic,Kolar,2146.0,2346.0,2246.0,367.0,Rs/Quintal
54376,2026-06-18,Garlic,Indore,1966.0,2166.0,2066.0,407.0,Rs/Quintal
54466,2026-06-18,Garlic,Pune,2179.0,2379.0,2279.0,432.0,Rs/Quintal
54556,2026-06-18,Garlic,Mumbai,2210.0,2410.0,2310.0,500.0,Rs/Quintal
54646,2026-06-18,Garlic,Jaipur,1912.0,2112.0,2012.0,65.0,Rs/Quintal
54736,2026-06-18,Garlic,Ahmedabad,1766.0,1966.0,1866.0,413.0,Rs/Quintal
54826,2026-06-18,Garlic,Surat,1901.0,2101.0,2001.0,406.0,Rs/Quintal
54916,2026-06-18,Garlic,Kanpur,2016.0,2216.0,2116.0,52.0,Rs/Quintal
55006,2026-06-18,Garlic,Lucknow,1874.0,2074.0,1974.0,483.0,Rs/Quintal
55096,2026-06-18,Garlic,Varanasi,2271.0,2471.0,2371.0,335.0,Rs/Quintal
55186,2026-06-18,Garlic,Agra,2127.0,2327.0,2227.0,396.0,Rs/Quintal
55276,2026-06-18,Garlic,Bareilly,1693.0,1893.0,1793.0,156.0,Rs/Quintal
55366,2026-06-18,Garlic,Kolkata,1823.0,2023.0,1923.0,113.0,Rs/Quintal
55456,2026-06-18,Garlic,Bhubaneswar,1903.0,2103.0,2003.0,176.0,Rs/Quintal
55546,2026-06-18,Garlic,Cuttack,2085.0,2285.0,2185.0,377.0,Rs/Quintal
55636,2026-06-18,Garlic,Patna,2083.0,2283.0,2183.0,76.0,Rs/Quintal
55726,2026-06-18,Garlic,Ranchi,2071.0,2271.0,2171.0,396.0,Rs/Quintal
55816,2026-06-18,Garlic,Chennai,1921.0,2121.0,2021.0,277.0,Rs/Quintal
55906,2026-06-18,Garlic,Coimbatore,2261.0,2461.0,2361.0,298.0,Rs/Quintal
55996,2026-06-18,Garlic,Madurai,1922.0,2122.0,2022.0,176.0,Rs/Quintal
56086,2026-06-18,Garlic,Hyderabad,1930.0,2130.0,2030.0,231.0,Rs/Quintal
56176,2026-06-18,Garlic,Warangal,1862.0,2062.0,1962.0,50.0,Rs/Quintal
56266,2026-06-18,Garlic,Bangalore,2065.0,2265.0,2165.0,316.0,Rs/Quintal
56356,2026-06-18,Garlic,Mysore,1924.0,2124.0,2024.0,89.0,Rs/Quintal
56446,2026-06-18,Garlic,Hubli,2055.0,2255.0,2155.0,272.0,Rs/Quintal
56536,2026-06-18,Garlic,Shimoga,2020.0,2220.0,2120.0,445.0,Rs/Quintal
56626,2026-06-18,Garlic,Bellary,2050.0,2250.0,2150.0,227.0,Rs/Quintal
56716,2026-06-18,Ginger,Azadpur,1756.0,1956.0,1856.0,134.0,Rs/Quintal
56806,2026-06-18,Ginger,Lasalgaon,1989.0,2189.0,2089.0,253.0,Rs/Quintal
56896,2026-06-18,Ginger,Vashi,1761.0,1961.0,1861.0,284.0,Rs/Quintal
56986,2026-06-18,Ginger,Kolar,1998.0,2198.0,2098.0,285.0,Rs/Quintal
57076,2026-06-18,Ginger,Indore,1573.0,1773.0,1673.0,235.0,Rs/Quintal
57166,2026-06-18,Ginger,Pune,1961.0,2161.0,2061.0,98.0,Rs/Quintal
57256,2026-06-18,Ginger,Mumbai,1751.0,1951.0,1851.0,71.0,Rs/Quintal
57346,2026-06-18,Ginger,Jaipur,1773.0,1973.0,1873.0,197.0,Rs/Quintal
57436,2026-06-18,Ginger,Ahmedabad,1772.0,1972.0,1872.0,287.0,Rs/Quintal
57526,2026-06-18,Ginger,Surat,1809.0,2009.0,1909.0,107.0,Rs/Quintal
57616,2026-06-18,Ginger,Kanpur,1865.0,2065.0,1965.0,463.0,Rs/Quintal
57706,2026-06-18,Ginger,Lucknow,2045.0,2245.0,2145.0,112.0,Rs/Quintal
57796,2026-06-18,Ginger,Varanasi,1816.0,2016.0,1916.0,143.0,Rs/Quintal
57886,2026-06-18,Ginger,Agra,1642.0,1842.0,1742.0,348.0,Rs/Quintal
57976,2026-06-18,Ginger,Bareilly,1707.0,1907.0,1807.0,394.0,Rs/Quintal
58066,2026-06-18,Ginger,Kolkata,1699.0,1899.0,1799.0,382.0,Rs/Quintal
58156,2026-06-18,Ginger,Bhubaneswar,1466.0,1666.0,1566.0,425.0,Rs/Quintal
58246,2026-06-18,Ginger,Cuttack,1750.0,1950.0,1850.0,448.0,Rs/Quintal
58336,2026-06-18,Ginger,Patna,1906.0,2106.0,2006.0,344.0,Rs/Quintal
58426,2026-06-18,Ginger,Ranchi,1974.0,2174.0,2074.0,302.0,Rs/Quintal
58516,2026-06-18,Ginger,Chennai,1882.0,2082.0,1982.0,418.0,Rs/Quintal
58606,2026-06-18,Ginger,Coimbatore,1683.0,1883.0,1783.0,455.0,Rs/Quintal
58696,2026-06-18,Ginger,Madurai,1706.0,1906.0,1806.0,73.0,Rs/Quintal
58786,2026-06-18,Ginger,Hyderabad,1709.0,1909.0,1809.0,282.0,Rs/Quintal
58876,2026-06-18,Ginger,Warangal,1726.0,1926.0,1826.0,69.0,Rs/Quintal
58966,2026-06-18,Ginger,Bangalore,1890.0,2090.0,1990.0,198.0,Rs/Quintal
59056,2026-06-18,Ginger,Mysore,1933.0,2133.0,2033.0,251.0,Rs/Quintal
59146,2026-06-18,Ginger,Hubli,1807.0,2007.0,1907.0,52.0,Rs/Quintal
59236,2026-06-18,Ginger,Shimoga,1807.0,2007.0,1907.0,289.0,Rs/Quintal
59326,2026-06-18,Ginger,Bellary,1834.0,2034.0,1934.0,483.0,Rs/Quintal
59416,2026-06-18,Turmeric,Azadpur,4580.0,4780.0,4680.0,412.0,Rs/Quintal
59506,2026-06-18,Turmeric,Lasalgaon,4295.0,4495.0,4395.0,340.0,Rs/Quintal
59596,2026-06-18,Turmeric,Vashi,4675.0,4875.0,4775.0,290.0,Rs/Quintal
59686,2026-06-18,Turmeric,Kolar,4318.0,4518.0,4418.0,266.0,Rs/Quintal
59776,2026-06-18,Turmeric,Indore,4352.0,4552.0,4452.0,156.0,Rs/Quintal
59866,2026-06-18,Turmeric,Pune,4690.0,4890.0,4790.0,374.0,Rs/Quintal
59956,2026-06-18,Turmeric,Mumbai,4383.0,4583.0,4483.0,322.0,Rs/Quintal
60046,2026-06-18,Turmeric,Jaipur,4513.0,4713.0,4613.0,129.0,Rs/Quintal
60136,2026-06-18,Turmeric,Ahmedabad,4402.0,4602.0,4502.0,416.0,Rs/Quintal
60226,2026-06-18,Turmeric,Surat,4296.0,4496.0,4396.0,283.0,Rs/Quintal
60316,2026-06-18,Turmeric,Kanpur,4685.0,4885.0,4785.0,277.0,Rs/Quintal
60406,2026-06-18,Turmeric,Lucknow,4665.0,4865.0,4765.0,240.0,Rs/Quintal
60496,2026-06-18,Turmeric,Varanasi,4473.0,4673.0,4573.0,207.0,Rs/Quintal
60586,2026-06-18,Turmeric,Agra,4636.0,4836.0,4736.0,271.0,Rs/Quintal
60676,2026-06-18,Turmeric,Bareilly,4627.0,4827.0,4727.0,139.0,Rs/Quintal
60766,2026-06-18,Turmeric,Kolkata,4742.0,4942.0,4842.0,391.0,Rs/Quintal
60856,2026-06-18,Turmeric,Bhubaneswar,4431.0,4631.0,4531.0,356.0,Rs/Quintal
60946,2026-06-18,Turmeric,Cuttack,4557.0,4757.0,4657.0,365.0,Rs/Quintal
61036,2026-06-18,Turmeric,Patna,4324.0,4524.0,4424.0,382.0,Rs/Quintal
61126,2026-06-18,Turmeric,Ranchi,4506.0,4706.0,4606.0,486.0,Rs/Quintal
61216,2026-06-18,Turmeric,Chennai,4252.0,4452.0,4352.0,472.0,Rs/Quintal
61306,2026-06-18,Turmeric,Coimbatore,4588.0,4788.0,4688.0,290.0,Rs/Quintal
61396,2026-06-18,Turmeric,Madurai,4370.0,4570.0,4470.0,201.0,Rs/Quintal
61486,2026-06-18,Turmeric,Hyderabad,4681.0,4881.0,4781.0,338.0,Rs/Quintal
61576,2026-06-18,Turmeric,Warangal,4417.0,4617.0,4517.0,348.0,Rs/Quintal
61666,2026-06-18,Turmeric,Bangalore,4361.0,4561.0,4461.0,360.0,Rs/Quintal
61756,2026-06-18,Turmeric,Mysore,4707.0,4907.0,4807.0,58.0,Rs/Quintal
61846,2026-06-18,Turmeric,Hubli,4296.0,4496.0,4396.0,68.0,Rs/Quintal
61936,2026-06-18,Turmeric,Shimoga,4570.0,4770.0,4670.0,440.0,Rs/Quintal
62026,2026-06-18,Turmeric,Bellary,4449.0,4649.0,4549.0,267.0,Rs/Quintal
62116,2026-06-18,Jeera,Azadpur,2735.0,2935.0,2835.0,101.0,Rs/Quintal
62206,2026-06-18,Jeera,Lasalgaon,3010.0,3210.0,3110.0,477.0,Rs/Quintal
62296,2026-06-18,Jeera,Vashi,2831.0,3031.0,2931.0,445.0,Rs/Quintal
62386,2026-06-18,Jeera,Kolar,3164.0,3364.0,3264.0,211.0,Rs/Quintal
62476,2026-06-18,Jeera,Indore,3064.0,3264.0,3164.0,338.0,Rs/Quintal
62566,2026-06-18,Jeera,Pune,2906.0,3106.0,3006.0,257.0,Rs/Quintal
62656,2026-06-18,Jeera,Mumbai,2787.0,2987.0,2887.0,282.0,Rs/Quintal
62746,2026-06-18,Jeera,Jaipur,2993.0,3193.0,3093.0,340.0,Rs/Quintal
62836,2026-06-18,Jeera,Ahmedabad,2850.0,3050.0,2950.0,469.0,Rs/Quintal
62926,2026-06-18,Jeera,Surat,3038.0,3238.0,3138.0,411.0,Rs/Quintal
63016,2026-06-18,Jeera,Kanpur,2871.0,3071.0,2971.0,139.0,Rs/Quintal
63106,2026-06-18,Jeera,Lucknow,3086.0,3286.0,3186.0,175.0,Rs/Quintal
63196,2026-06-18,Jeera,Varanasi,2845.0,3045.0,2945.0,98.0,Rs/Quintal
63286,2026-06-18,Jeera,Agra,2791.0,2991.0,2891.0,245.0,Rs/Quintal
63376,2026-06-18,Jeera,Bareilly,2743.0,2943.0,2843.0,138.0,Rs/Quintal
63466,2026-06-18,Jeera,Kolkata,3222.0,3422.0,3322.0,214.0,Rs/Quintal
63556,2026-06-18,Jeera,Bhubaneswar,2827.0,3027.0,2927.0,275.0,Rs/Quintal
63646,2026-06-18,Jeera,Cuttack,3297.0,3497.0,3397.0,333.0,Rs/Quintal
63736,2026-06-18,Jeera,Patna,2732.0,2932.0,2832.0,466.0,Rs/Quintal
63826,2026-06-18,Jeera,Ranchi,3186.0,3386.0,3286.0,291.0,Rs/Quintal
63916,2026-06-18,Jeera,Chennai,2734.0,2934.0,2834.0,379.0,Rs/Quintal
64006,2026-06-18,Jeera,Coimbatore,3003.0,3203.0,3103.0,137.0,Rs/Quintal
64096,2026-06-18,Jeera,Madurai,2963.0,3163.0,3063.0,215.0,Rs/Quintal
64186,2026-06-18,Jeera,Hyderabad,2978.0,3178.0,3078.0,335.0,Rs/Quintal
64276,2026-06-18,Jeera,Warangal,2960.0,3160.0,3060.0,358.0,Rs/Quintal
64366,2026-06-18,Jeera,Bangalore,2675.0,2875.0,2775.0,417.0,Rs/Quintal
64456,2026-06-18,Jeera,Mysore,3258.0,3458.0,3358.0,469.0,Rs/Quintal
64546,2026-06-18,Jeera,Hubli,3114.0,3314.0,3214.0,98.0,Rs/Quintal
64636,2026-06-18,Jeera,Shimoga,2991.0,3191.0,3091.0,118.0,Rs/Quintal
64726,2026-06-18,Jeera,Bellary,2853.0,3053.0,2953.0,451.0,Rs/Quintal
64816,2026-06-18,Chilli,Azadpur,3413.0,3613.0,3513.0,333.0,Rs/Quintal
64906,2026-06-18,Chilli,Lasalgaon,2839.0,3039.0,2939.0,68.0,Rs/Quintal
64996,2026-06-18,Chilli,Vashi,2977.0,3177.0,3077.0,470.0,Rs/Quintal
65086,2026-06-18,Chilli,Kolar,3186.0,3386.0,3286.0,464.0,Rs/Quintal
65176,2026-06-18,Chilli,Indore,3360.0,3560.0,3460.0,275.0,Rs/Quintal
65266,2026-06-18,Chilli,Pune,3052.0,3252.0,3152.0,126.0,Rs/Quintal
65356,2026-06-18,Chilli,Mumbai,2976.0,3176.0,3076.0,388.0,Rs/Quintal
65446,2026-06-18,Chilli,Jaipur,3215.0,3415.0,3315.0,142.0,Rs/Quintal
65536,2026-06-18,Chilli,Ahmedabad,3080.0,3280.0,3180.0,259.0,Rs/Quintal
65626,2026-06-18,Chilli,Surat,2909.0,3109.0,3009.0,73.0,Rs/Quintal
65716,2026-06-18,Chilli,Kanpur,3021.0,3221.0,3121.0,368.0,Rs/Quintal
65806,2026-06-18,Chilli,Lucknow,3032.0,3232.0,3132.0,196.0,Rs/Quintal
65896,2026-06-18,Chilli,Varanasi,2912.0,3112.0,3012.0,56.0,Rs/Quintal
65986,2026-06-18,Chilli,Agra,3202.0,3402.0,3302.0,293.0,Rs/Quintal
66076,2026-06-18,Chilli,Bareilly,3532.0,3732.0,3632.0,86.0,Rs/Quintal
66166,2026-06-18,Chilli,Kolkata,3139.0,3339.0,3239.0,119.0,Rs/Quintal
66256,2026-06-18,Chilli,Bhubaneswar,3055.0,3255.0,3155.0,156.0,Rs/Quintal
66346,2026-06-18,Chilli,Cuttack,3238.0,3438.0,3338.0,160.0,Rs/Quintal
66436,2026-06-18,Chilli,Patna,2924.0,3124.0,3024.0,437.0,Rs/Quintal
66526,2026-06-18,Chilli,Ranchi,3188.0,3388.0,3288.0,88.0,Rs/Quintal
66616,2026-06-18,Chilli,Chennai,3041.0,3241.0,3141.0,158.0,Rs/Quintal
66706,2026-06-18,Chilli,Coimbatore,3243.0,3443.0,3343.0,341.0,Rs/Quintal
66796,2026-06-18,Chilli,Madurai,3201.0,3401.0,3301.0,328.0,Rs/Quintal
66886,2026-06-18,Chilli,Hyderabad,3093.0,3293.0,3193.0,293.0,Rs/Quintal
66976,2026-06-18,Chilli,Warangal,3081.0,3281.0,3181.0,393.0,Rs/Quintal
67066,2026-06-18,Chilli,Bangalore,3087.0,3287.0,3187.0,257.0,Rs/Quintal
67156,2026-06-18,Chilli,Mysore,2923.0,3123.0,3023.0,70.0,Rs/Quintal
67246,2026-06-18,Chilli,Hubli,3169.0,3369.0,3269.0,215.0,Rs/Quintal
67336,2026-06-18,Chilli,Shimoga,3125.0,3325.0,3225.0,299.0,Rs/Quintal
67426,2026-06-18,Chilli,Bellary,3195.0,3395.0,3295.0,62.0,Rs/Quintal
17,2026-06-19,Onion,Azadpur,3620.0,3820.0,3720.0,460.0,Rs/Quintal
107,2026-06-19,Onion,Lasalgaon,3466.0,3666.0,3566.0,454.0,Rs/Quintal
197,2026-06-19,Onion,Vashi,3737.0,3937.0,3837.0,305.0,Rs/Quintal
287,2026-06-19,Onion,Kolar,3465.0,3665.0,3565.0,77.0,Rs/Quintal
377,2026-06-19,Onion,Indore,3662.0,3862.0,3762.0,458.0,Rs/Quintal
467,2026-06-19,Onion,Pune,3263.0,3463.0,3363.0,275.0,Rs/Quintal
557,2026-06-19,Onion,Mumbai,3338.0,3538.0,3438.0,192.0,Rs/Quintal
647,2026-06-19,Onion,Jaipur,3673.0,3873.0,3773.0,360.0,Rs/Quintal
737,2026-06-19,Onion,Ahmedabad,3408.0,3608.0,3508.0,89.0,Rs/Quintal
827,2026-06-19,Onion,Surat,3467.0,3667.0,3567.0,204.0,Rs/Quintal
917,2026-06-19,Onion,Kanpur,3421.0,3621.0,3521.0,194.0,Rs/Quintal
1007,2026-06-19,Onion,Lucknow,3525.0,3725.0,3625.0,138.0,Rs/Quintal
1097,2026-06-19,Onion,Varanasi,3382.0,3582.0,3482.0,481.0,Rs/Quintal
1187,2026-06-19,Onion,Agra,3603.0,3803.0,3703.0,417.0,Rs/Quintal
1277,2026-06-19,Onion,Bareilly,3578.0,3778.0,3678.0,497.0,Rs/Quintal
1367,2026-06-19,Onion,Kolkata,3592.0,3792.0,3692.0,210.0,Rs/Quintal
1457,2026-06-19,Onion,Bhubaneswar,3415.0,3615.0,3515.0,298.0,Rs/Quintal
1547,2026-06-19,Onion,Cuttack,3538.0,3738.0,3638.0,122.0,Rs/Quintal
1637,2026-06-19,Onion,Patna,3498.0,3698.0,3598.0,402.0,Rs/Quintal
1727,2026-06-19,Onion,Ranchi,3416.0,3616.0,3516.0,422.0,Rs/Quintal
1817,2026-06-19,Onion,Chennai,3205.0,3405.0,3305.0,451.0,Rs/Quintal
1907,2026-06-19,Onion,Coimbatore,3576.0,3776.0,3676.0,193.0,Rs/Quintal
1997,2026-06-19,Onion,Madurai,3845.0,4045.0,3945.0,98.0,Rs/Quintal
2087,2026-06-19,Onion,Hyderabad,3347.0,3547.0,3447.0,291.0,Rs/Quintal
2177,2026-06-19,Onion,Warangal,3766.0,3966.0,3866.0,332.0,Rs/Quintal
2267,2026-06-19,Onion,Bangalore,3594.0,3794.0,3694.0,271.0,Rs/Quintal
